USMS Women's Short Course Yards Records 12/16/2021
Age Group,Event,Name,Date,Time
W18-24,50 Y Free,Arianna Vanderpool-Wallace,01-31-15,22.21Y
W18-24,100 Y Free,Katie Meili,12-06-14,48.18Y
W18-24,200 Y Free,Dana Vollmer,11-08-09,1:43.28Y
W18-24,500 Y Free,Jessica Foschi,10-25-03,4:49.97Y
W18-24,1000 Y Free,Luane Rowe,03-31-12,10:12.42Y
W18-24,1650 Y Free,Genevieve Miller,05-04-17,16:53.46Y
W18-24,50 Y Back,Courtney Bartholomew,03-23-19,25.47Y
W18-24,100 Y Back,Courtney Bartholomew,03-24-19,53.83Y
W18-24,200 Y Back,Sara Schweitzer,04-30-00,1:59.22Y
W18-24,50 Y Breast,Katie Meili,12-05-14,27.76Y
W18-24,100 Y Breast,Katie Meili,12-05-14,58.71Y
W18-24,200 Y Breast,Micah Lawrence,12-06-14,2:06.59Y
W18-24,50 Y Fly,Dana Vollmer,11-08-09,24.54Y
W18-24,100 Y Fly,Dana Vollmer,11-08-09,52.30Y
W18-24,200 Y Fly,Katherine Mills,04-28-12,1:54.62Y
W18-24,100 Y IM,Katie Meili,12-21-14,53.02Y
W18-24,200 Y IM,Katie Meili,12-04-14,1:54.20Y
W18-24,400 Y IM,Destiny M Nelson,03-27-21,4:17.48Y
W25-29,50 Y Free,Katarzyna Wilk,04-27-19,22.00Y
W25-29,100 Y Free,Katarzyna Wilk,05-12-18,48.58Y
W25-29,200 Y Free,Limin Liu,05-20-01,1:48.80Y
W25-29,500 Y Free,Sheila Taormina,01-03-96,4:49.88Y
W25-29,1000 Y Free,Hannah K Saiz,02-03-17,10:10.67Y
W25-29,1650 Y Free,Karen B Burton,05-19-91,16:50.17Y
W25-29,50 Y Back,Tanica Jamison,05-22-10,25.26Y
W25-29,100 Y Back,Tanica Jamison,05-23-10,54.06Y
W25-29,200 Y Back,Federica Pellegrini,02-28-15,1:56.87Y
W25-29,50 Y Breast,Katie Meili,04-30-16,27.10Y
W25-29,100 Y Breast,Megan M Jendrick,02-06-10,59.58Y
W25-29,200 Y Breast,Megan M Jendrick,02-06-10,2:09.05Y
W25-29,50 Y Fly,Danielle M Herrmann,04-28-17,24.19Y
W25-29,100 Y Fly,Amanda M Sims,04-24-15,53.20Y
W25-29,200 Y Fly,Hannah K Saiz,12-02-17,1:57.48Y
W25-29,100 Y IM,Danielle M Herrmann,04-29-17,54.40Y
W25-29,200 Y IM,Justine L Mueller,12-05-13,1:57.56Y
W25-29,400 Y IM,Justine L Mueller,02-22-13,4:19.02Y
W30-34,50 Y Free,Madison Kennedy,04-07-19,22.37Y
W30-34,100 Y Free,Erika A Erndl,02-23-13,48.03Y
W30-34,200 Y Free,Erika A Erndl,11-30-12,1:43.46Y
W30-34,500 Y Free,Dawn M Heckman,04-14-12,4:46.92Y
W30-34,1000 Y Free,Dawn M Heckman,04-15-12,9:51.93Y
W30-34,1650 Y Free,Karen B Burton,05-23-93,17:07.52Y
W30-34,50 Y Back,Noriko Inada,05-01-11,24.96Y
W30-34,100 Y Back,Noriko Inada,04-30-11,54.60Y
W30-34,200 Y Back,Karlyn Pipes-Neilsen,02-19-96,1:59.93Y
W30-34,50 Y Breast,Katie McClelland,05-04-08,28.48Y
W30-34,100 Y Breast,Katie McClelland,05-04-08,1:02.08Y
W30-34,200 Y Breast,Erika A Erndl,01-20-13,2:15.99Y
W30-34,50 Y Fly,Angel Martino,04-15-00,24.18Y
W30-34,100 Y Fly,Angel Martino,05-16-99,55.01Y
W30-34,200 Y Fly,Karlyn Pipes-Neilsen,05-12-96,2:03.46Y
W30-34,100 Y IM,Angel Martino,04-15-00,57.01Y
W30-34,200 Y IM,Erika A Erndl,03-11-09,1:58.80Y
W30-34,400 Y IM,Erika A Erndl,01-20-13,4:14.84Y
W35-39,50 Y Free,Dara Torres,02-25-07,22.34Y
W35-39,100 Y Free,Dara Torres,02-25-07,49.72Y
W35-39,200 Y Free,Karlyn Pipes-Neilsen,05-03-97,1:51.55Y
W35-39,500 Y Free,Karlyn Pipes-Neilsen,05-03-97,4:56.09Y
W35-39,1000 Y Free,Heidi S George,11-15-14,10:11.23Y
W35-39,1650 Y Free,Heidi S George,11-15-14,16:46.85Y
