USMS Women's Long Course Meters Records 12/09/2021
Age Group,Event,Name,Date,Time
W45-49,400 M Free,Heidi S George,08-07-21,4:31.95L
W45-49,800 M Free,Heidi S George,06-27-21,9:11.47L
W45-49,1500 M Free,Heidi S George,06-24-21,17:29.77L
W45-49,50 M Back,Ellen M Reynolds,07-07-12,31.71L
,,Ellen M Reynolds,05-22-11,31.71L
,,Valerie G Jenkins,08-17-08,31.71L
W45-49,100 M Back,Karlyn Pipes-Neilsen,05-24-09,1:08.11L
W45-49,200 M Back,Karlyn Pipes-Neilsen,05-22-09,2:26.06L
W45-49,50 M Breast,Susan G Von Der Lippe,07-17-10,33.66L
W45-49,100 M Breast,Susan G Von Der Lippe,07-17-10,1:14.41L
W45-49,200 M Breast,Caroline Krattli,08-05-07,2:45.20L
W45-49,50 M Fly,Erika L Braun,08-05-17,28.40L
W45-49,100 M Fly,Wenke K Seider,08-06-14,1:04.96L
W45-49,200 M Fly,Karlyn Pipes-Neilsen,06-20-09,2:24.34L
W45-49,200 M IM,Karlyn Pipes-Neilsen,08-16-08,2:27.57L
W45-49,400 M IM,Karlyn Pipes-Neilsen,09-05-08,5:13.85L
W50-54,50 M Free,Fall Willeboordse,07-09-16,28.17L
W50-54,100 M Free,Laura B Val,08-19-01,1:01.13L
W50-54,200 M Free,Jill S Hernandez,08-08-13,2:13.18L
W50-54,400 M Free,Jill S Hernandez,08-11-13,4:40.66L
W50-54,800 M Free,Susan H Preston,07-23-16,9:34.12L
W50-54,1500 M Free,Suzanne M Heim-Bowen,08-14-08,18:32.76L
W50-54,50 M Back,Leslie C Livingston,06-22-13,32.41L
W50-54,100 M Back,Ellen M Reynolds,08-08-14,1:09.28L
W50-54,200 M Back,Ellen M Reynolds,08-04-14,2:26.64L
W50-54,50 M Breast,Laurel S Hill,08-09-19,36.94L
W50-54,100 M Breast,Corrin C Popps,08-04-14,1:22.23L
W50-54,200 M Breast,Ellen M Reynolds,08-06-16,2:54.00L
W50-54,50 M Fly,Susan O Williams,07-24-16,29.82L
W50-54,100 M Fly,Jill S Hernandez,08-13-11,1:07.80L
W50-54,200 M Fly,Laura B Val,08-18-01,2:31.55L
W50-54,200 M IM,Ellen M Reynolds,08-07-16,2:31.02L
W50-54,400 M IM,Ellen M Reynolds,08-05-14,5:20.68L
W55-59,50 M Free,Holly Green Blair,08-08-19,28.46L
W55-59,100 M Free,Laura B Val,08-16-08,1:02.02L
,,Laura B Val,08-13-07,1:02.02L
W55-59,200 M Free,Ellen M Reynolds,08-11-19,2:16.28L
,,Laura B Val,08-06-09,2:16.28L
W55-59,400 M Free,Ellen M Reynolds,08-10-19,4:46.49L
W55-59,800 M Free,Jill S Hernandez,07-25-15,9:46.56L
W55-59,1500 M Free,Ellen M Reynolds,08-07-19,18:36.30L
W55-59,50 M Back,Holly Green Blair,08-02-18,31.99L
W55-59,100 M Back,Holly Green Blair,08-11-19,1:09.69L
W55-59,200 M Back,Ellen M Reynolds,05-19-19,2:31.79L
W55-59,50 M Breast,Caroline Krattli,07-16-17,37.13L
W55-59,100 M Breast,Caroline Krattli,07-15-17,1:21.21L
W55-59,200 M Breast,Ellen M Reynolds,05-19-19,2:59.27L
W55-59,50 M Fly,Leslie C Livingston,07-10-16,30.52L
W55-59,100 M Fly,Laura B Val,08-09-09,1:09.47L
W55-59,200 M Fly,Laura B Val,07-08-07,2:41.51L
W55-59,200 M IM,Ellen M Reynolds,07-06-19,2:31.51L
W55-59,400 M IM,Ellen M Reynolds,05-17-19,5:21.35L
W60-64,50 M Free,Penny P Noyes,08-04-18,29.21L
W60-64,100 M Free,Laura B Val,08-05-11,1:03.83L
W60-64,200 M Free,Laura B Val,06-12-12,2:21.48L
W60-64,400 M Free,Laura B Val,08-12-12,4:59.82L
W60-64,800 M Free,Laura B Val,07-08-11,10:27.71L
W60-64,1500 M Free,Laura B Val,07-08-11,19:52.85L
W60-64,50 M Back,Laura B Val,08-09-15,33.86L
W60-64,100 M Back,Bonnie M Bilich,07-15-18,1:14.50L
W60-64,200 M Back,Bonnie M Bilich,08-08-19,2:41.57L
W60-64,50 M Breast,Beth A Estel,08-19-16,39.02L
W60-64,100 M Breast,Beth A Estel,08-18-16,1:27.24L
W60-64,200 M Breast,Lo D Knapp,06-29-14,3:08.07L
W60-64,50 M Fly,Traci S Granger,08-11-19,31.11L
W60-64,100 M Fly,Laura B Val,08-04-11,1:12.06L
W60-64,200 M Fly,Laura B Val,08-06-11,2:41.03L
W60-64,200 M IM,Laura B Val,07-14-13,2:47.99L
W60-64,400 M IM,Laura B Val,07-08-11,5:56.27L
W65-69,50 M Free,Penny P Noyes,08-03-19,29.10L
W65-69,100 M Free,Laura B Val,07-30-18,1:04.89L
W65-69,200 M Free,Laura B Val,08-18-16,2:25.29L
W65-69,400 M Free,Laura B Val,08-10-19,5:12.80L
W65-69,800 M Free,Laura B Val,07-15-17,10:49.60L
W65-69,1500 M Free,Laura B Val,07-22-16,21:00.15L
W65-69,50 M Back,Laura B Val,08-02-18,33.59L
W65-69,100 M Back,Laura B Val,07-31-18,1:14.49L
W65-69,200 M Back,Laura B Val,08-08-19,2:47.70L
W65-69,50 M Breast,Beth A Estel,10-10-21,41.87L
W65-69,100 M Breast,Lo D Knapp,08-10-19,1:32.24L
W65-69,200 M Breast,Lo D Knapp,07-21-19,3:19.08L
W65-69,50 M Fly,Penny P Noyes,08-04-19,32.93L
W65-69,100 M Fly,Laura B Val,08-18-16,1:13.70L
W65-69,200 M Fly,Penny P Noyes,07-20-19,2:57.26L
W65-69,200 M IM,Penny P Noyes,08-04-19,2:51.52L
W65-69,400 M IM,Penny P Noyes,07-19-19,6:14.58L
W70-74,50 M Free,Laura B Val,10-09-21,30.73L
W70-74,100 M Free,Laura B Val,10-09-21,1:06.90L
W70-74,200 M Free,Laura B Val,07-31-21,2:33.79L
W70-74,400 M Free,Laura B Val,07-31-21,5:25.00L
W70-74,800 M Free,Laura B Val,10-07-21,11:11.89L
W70-74,1500 M Free,Charlotte M Davis,10-07-21,22:18.76L
W70-74,50 M Back,Laura B Val,10-10-21,34.65L
W70-74,100 M Back,Laura B Val,10-10-21,1:17.98L
W70-74,200 M Back,Laura B Val,10-08-21,2:49.43L
W70-74,50 M Breast,Dana B Brown,08-03-18,43.19L
W70-74,100 M Breast,Charlotte M Davis,07-31-21,1:36.91L
W70-74,200 M Breast,Charlotte M Davis,10-09-21,3:29.91L
W70-74,50 M Fly,Diann Uustal,08-05-17,35.02L
W70-74,100 M Fly,Laura B Val,10-08-21,1:16.07L
W70-74,200 M Fly,Margot K Pettijohn,07-24-16,3:37.41L
W70-74,200 M IM,Laura B Val,08-01-21,3:00.96L
W70-74,400 M IM,Shirley A Loftus-Charley,10-08-21,7:13.95L
W75-79,50 M Free,Diann Uustal,10-08-21,34.11L
W75-79,100 M Free,Diann Uustal,10-09-21,1:17.38L
W75-79,200 M Free,Diann Uustal,10-10-21,2:56.75L
W75-79,400 M Free,Diann Uustal,08-21-21,6:27.04L
W75-79,800 M Free,Carolyn Boak,10-07-21,13:22.23L
W75-79,1500 M Free,Beverly J Montrella,07-30-21,26:48.86L
W75-79,50 M Back,Diann Uustal,10-09-21,40.08L
W75-79,100 M Back,Diann Uustal,10-10-21,1:28.67L
W75-79,200 M Back,Diann Uustal,06-05-21,3:18.25L
W75-79,50 M Breast,Joann Leilich,07-19-14,47.10L
W75-79,100 M Breast,Joann Leilich,08-15-14,1:42.18L
W75-79,200 M Breast,Joann Leilich,07-19-14,3:40.84L
W75-79,50 M Fly,Gail Roper,08-01-04,44.95L
W75-79,100 M Fly,Daniela Barnea,07-20-19,1:50.84L
W75-79,200 M Fly,Daniela Barnea,07-21-19,4:00.75L
W75-79,200 M IM,Daniela Barnea,07-21-19,3:38.23L
W75-79,400 M IM,Daniela Barnea,07-19-19,7:47.11L
W80-84,50 M Free,Gail P Roper,03-07-09,38.64L
W80-84,100 M Free,Gail P Roper,03-07-09,1:27.55L
W80-84,200 M Free,Jean Troy,06-10-07,3:27.26L
W80-84,400 M Free,Jean Troy,06-10-07,7:24.53L
W80-84,800 M Free,Jean Troy,07-15-07,15:12.94L
W80-84,1500 M Free,Jean Troy,07-15-07,29:04.81L
W80-84,50 M Back,Bunny Cederlund,03-29-02,46.39L
W80-84,100 M Back,Betty S Lorenzi,08-07-09,1:47.29L
W80-84,200 M Back,Betty S Lorenzi,03-13-10,3:53.12L
W80-84,50 M Breast,Anne H Williams,08-11-18,51.37L
W80-84,100 M Breast,Joann Leilich,07-20-19,1:49.04L
W80-84,200 M Breast,Joann Leilich,07-21-19,3:59.55L
W80-84,50 M Fly,Gail P Roper,03-07-09,47.37L
W80-84,100 M Fly,Lois Nochman,05-21-04,2:06.55L
W80-84,200 M Fly,Lois Nochman,05-22-04,4:34.86L
W80-84,200 M IM,Ann M Hirsch,07-10-11,4:18.27L
W80-84,400 M IM,Jean Troy,06-10-07,9:32.43L
W85-89,50 M Free,Jean D Troy,07-15-12,44.97L
W85-89,100 M Free,Jean D Troy,06-09-12,1:43.68L
W85-89,200 M Free,Jean D Troy,07-14-12,3:49.67L
W85-89,400 M Free,Jean D Troy,07-15-12,8:06.04L
W85-89,800 M Free,Nan Bohl,07-19-14,16:48.12L
W85-89,1500 M Free,Margery Meyer,07-10-09,32:11.49L
W85-89,50 M Back,Betty S Lorenzi,07-07-12,51.81L
W85-89,100 M Back,Betty S Lorenzi,03-10-12,1:53.28L
W85-89,200 M Back,Betty S Lorenzi,03-09-13,4:01.09L
W85-89,50 M Breast,Nan Bohl,07-19-14,1:01.45L
W85-89,100 M Breast,Nan Bohl,07-12-14,2:20.49L
W85-89,200 M Breast,Ann M Hirsch,08-06-16,5:04.17L
W85-89,50 M Fly,Lois Kivi Nochman,06-07-09,1:01.94L
W85-89,100 M Fly,Lois Kivi Nochman,08-07-09,2:23.89L
W85-89,200 M Fly,Lois Kivi Nochman,07-25-09,5:07.64L
W85-89,200 M IM,Ann M Hirsch,08-06-16,5:00.53L
W85-89,400 M IM,Betty J Russ,06-30-12,10:41.24L
W90-94,50 M Free,Jean D Troy,06-11-17,52.09L
W90-94,100 M Free,Jean D Troy,07-08-17,1:58.86L
W90-94,200 M Free,Jean D Troy,06-11-17,4:18.85L
W90-94,400 M Free,Rita Simonton,08-03-08,9:04.93L
W90-94,800 M Free,Rita Simonton,08-14-08,18:53.58L
W90-94,1500 M Free,Rita Simonton,06-01-08,36:02.20L
W90-94,50 M Back,Betty S Lorenzi,08-04-17,56.89L
W90-94,100 M Back,Betty S Lorenzi,08-06-17,2:07.31L
W90-94,200 M Back,Betty S Lorenzi,08-05-17,4:38.73L
W90-94,50 M Breast,Jean D Troy,06-11-17,1:14.04L
W90-94,100 M Breast,Jean D Troy,06-10-17,2:43.03L
W90-94,200 M Breast,Jean D Troy,07-08-17,5:52.53L
W90-94,50 M Fly,Charlotte E Sanddal,06-08-13,1:29.40L
W90-94,200 M IM,Jean D Troy,03-10-18,5:52.37L
W95-99,50 M Free,Maurine E Kornfeld,08-06-16,1:04.02L
W95-99,100 M Free,Maurine E Kornfeld,08-07-16,2:22.74L
W95-99,200 M Free,Maurine E Kornfeld,08-18-16,5:03.47L
W95-99,400 M Free,Maurine E Kornfeld,08-06-16,10:12.49L
W95-99,800 M Free,Maurine E Kornfeld,08-14-17,21:39.10L
W95-99,1500 M Free,Rita Simonton,06-02-13,41:39.68L
W95-99,50 M Back,Rita Simonton,08-10-13,1:14.31L
W95-99,100 M Back,Rita Simonton,08-08-13,2:42.67L
W95-99,200 M Back,Maurine E Kornfeld,05-29-16,5:42.64L
W95-99,50 M Breast,Charlotte E Sanddal,08-04-17,2:16.08L
W95-99,100 M Breast,Charlotte E Sanddal,08-04-17,4:37.87L
W95-99,200 M Breast,Charlotte E Sanddal,08-04-17,9:18.96L
W100-104,50 M Free,Maurine E Kornfeld,07-30-21,1:12.84L
W100-104,100 M Free,Maurine E Kornfeld,07-11-21,2:52.45L
W100-104,200 M Free,Maurine E Kornfeld,07-31-21,6:33.32L
W100-104,50 M Back,Maurine E Kornfeld,08-01-21,1:29.84L
W100-104,100 M Back,Maurine E Kornfeld,07-31-21,3:04.26L
W100-104,200 M Back,Maurine E Kornfeld,07-11-21,6:40.62L
